,id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,land_contour,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_sf_2,total_bsmt_sf,heating_qc,central_air,electrical,gr_liv_area,bsmt_full_bath,full_bath,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,sale_type,saleprice
414,892,20,RL,86.0,13286,Pave,Lvl,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CmentBd,Stone,340.0,5,3,PConc,5,3,1,6,1234.0,0.0,1698.0,5,Y,5,1698,1.0,2,1,5,8,7,1,4,Attchd,2007.0,3,3.0,768.0,3,3,3,WD ,320000
415,2045,70,RL,107.0,12888,Pave,Bnk,Sawyer,Feedr,1Fam,2Story,7,8,1937,1980,Gable,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,288.0,0.0,1005.0,3,Y,5,2267,1.0,1,1,3,7,7,2,4,Attchd,1937.0,3,2.0,498.0,3,3,3,WD ,219000
416,2927,20,RL,75.47692307692307,8885,Pave,Low,Mitchel,Norm,1Fam,1Story,5,5,1983,1983,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,301.0,324.0,864.0,3,Y,5,902,1.0,1,1,3,5,7,0,0,Attchd,1983.0,1,2.0,484.0,3,3,3,WD ,131000
417,1732,60,RL,62.0,8857,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,738.0,5,Y,5,1495,0.0,2,1,4,7,7,1,4,Attchd,2006.0,2,2.0,440.0,3,3,3,New,171925
418,998,20,RL,53.0,14137,Pave,Lvl,Gilbert,Norm,1Fam,1Story,5,5,1996,1997,Gable,HdBoard,None,0.0,4,3,PConc,4,3,1,6,450.0,0.0,1348.0,4,Y,5,1384,1.0,2,1,4,7,7,0,0,Attchd,1996.0,1,2.0,404.0,3,3,3,WD ,177900
419,2203,70,RL,53.0,6720,Pave,Lvl,Crawfor,Norm,1Fam,2Story,6,7,1921,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,585.0,3,N,5,1436,0.0,1,1,3,7,7,1,4,Detchd,1992.0,1,1.0,228.0,3,3,3,CWD,141500
420,356,60,RL,60.0,7500,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1998,1999,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,476.0,0.0,952.0,4,Y,5,1636,1.0,2,1,3,7,7,1,3,Attchd,1998.0,3,2.0,440.0,3,3,3,WD ,191000
421,2475,20,RL,63.0,13072,Pave,Lvl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,0.0,1158.0,5,Y,5,1158,1.0,1,1,4,5,7,0,0,Detchd,2006.0,1,2.0,576.0,3,3,3,New,158000
422,2264,20,RL,67.0,10656,Pave,HLS,Timber,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0.0,0.0,1638.0,5,Y,5,1646,0.0,2,1,4,6,7,1,4,Attchd,2007.0,2,3.0,870.0,3,3,3,New,248900
423,2201,50,RL,60.0,7200,Pave,Lvl,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,Gable,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,1,5,569.0,0.0,731.0,5,Y,5,1768,1.0,1,1,4,7,7,2,3,Detchd,1939.0,1,1.0,240.0,3,3,3,WD ,175000
424,2545,190,RL,80.0,8800,Pave,Lvl,NAmes,RRAn,2fmCon,1Story,6,7,1965,2000,Hip,VinylSd,None,0.0,3,4,PConc,3,3,2,5,901.0,252.0,1187.0,5,Y,5,1565,1.0,2,1,4,7,6,2,3,Attchd,1965.0,2,1.0,299.0,3,3,3,WD ,185900
425,2660,75,RM,60.0,10800,Pave,Lvl,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,390.0,0.0,880.0,2,N,5,1768,0.0,1,1,3,6,7,2,3,Detchd,1914.0,1,2.0,320.0,3,3,1,WD ,163000
426,2882,190,C (all),50.0,9000,Pave,Lvl,IDOTRR,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,Wd Shng,None,0.0,2,2,CBlock,3,3,2,1,0.0,0.0,660.0,3,N,5,1396,0.0,2,2,3,8,5,0,0,,0.0,0,0.0,0.0,0,0,3,WD ,115000
427,1379,80,RL,80.0,13014,Pave,Lvl,Sawyer,Norm,1Fam,SLvl,6,5,1978,1978,Gable,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,0.0,1008.0,3,Y,5,1096,1.0,1,1,3,6,7,1,2,Attchd,1978.0,1,2.0,484.0,3,3,3,WD ,157500
428,491,60,RL,72.02564102564102,15896,Pave,Lvl,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,5,913.0,0.0,1177.0,5,Y,5,2312,1.0,2,1,4,8,7,1,3,BuiltIn,1999.0,3,3.0,658.0,3,3,3,WD ,245000
429,1002,120,RL,41.0,5395,Pave,HLS,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,None,0.0,4,3,PConc,4,3,1,6,733.0,0.0,1337.0,4,Y,5,1337,1.0,2,1,4,5,7,1,3,Attchd,1993.0,2,2.0,462.0,3,3,3,WD ,180000
430,1848,160,FV,63.98290598290598,5105,Pave,Lvl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,6,239.0,0.0,551.0,5,Y,5,1102,0.0,2,1,4,4,7,0,0,Detchd,2004.0,1,2.0,480.0,3,3,3,WD ,148800
431,1455,60,RL,75.0,9473,Pave,Lvl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,0.0,1128.0,5,Y,5,2031,1.0,2,1,4,7,7,1,4,Attchd,2002.0,2,2.0,577.0,3,3,3,WD ,237000
432,908,30,RL,60.0,8400,Pave,Bnk,SWISU,Norm,1Fam,1Story,2,5,1920,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,0.0,290.0,3,N,3,438,0.0,1,1,2,3,7,0,0,Detchd,1930.0,1,1.0,246.0,3,3,1,WD ,60000
433,1490,85,RL,64.0,12102,Pave,Lvl,Edwards,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,Plywood,BrkFace,222.0,3,3,CBlock,4,4,4,5,456.0,0.0,456.0,5,Y,5,1033,0.0,1,1,3,6,7,0,0,BuiltIn,1976.0,2,2.0,504.0,2,3,3,WD ,165000
434,1465,60,RL,41.0,10905,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,1129.0,5,Y,5,2327,0.0,2,1,4,9,7,1,4,BuiltIn,2003.0,2,2.0,596.0,3,3,3,WD ,240000
435,1627,20,RL,72.02564102564102,9556,Pave,Lvl,Gilbert,Norm,1Fam,1Story,7,5,1992,1993,Gable,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,0.0,1168.0,4,Y,5,1187,0.0,2,1,4,6,7,0,0,Attchd,1992.0,2,2.0,420.0,3,3,3,WD ,160000
436,2849,190,RH,58.0,6430,Pave,Bnk,SWISU,Feedr,2fmCon,1.5Fin,6,6,1945,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,780.0,0.0,780.0,3,N,3,1340,1.0,1,1,3,6,7,0,0,Attchd,1945.0,1,1.0,440.0,3,3,3,WD ,128000
437,1501,90,RL,65.0,6040,Pave,Lvl,Edwards,Norm,Duplex,1Story,4,5,1955,1955,Gable,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0.0,0.0,3,N,2,1152,0.0,2,2,2,6,7,0,0,,0.0,0,0.0,0.0,0,0,1,WD ,82000
438,626,20,RL,80.0,14695,Pave,Lvl,NAmes,Norm,1Fam,1Story,6,8,1966,2008,Gable,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,0.0,1562.0,4,Y,5,1567,1.0,2,1,4,5,7,2,4,Attchd,1966.0,1,2.0,542.0,3,3,3,WD ,256000
439,722,70,RM,50.0,9000,Pave,Lvl,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624.0,0.0,650.0,5,Y,5,1482,0.0,1,1,3,7,7,0,0,Detchd,1930.0,1,2.0,324.0,3,3,3,WD ,143000
440,2260,20,RL,67.0,8368,Pave,HLS,Timber,Norm,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,1689.0,5,Y,5,1689,0.0,2,1,4,7,7,0,0,Attchd,2007.0,3,2.0,433.0,3,3,3,New,231713
441,1639,190,RL,195.0,41600,Pave,Lvl,Gilbert,Norm,2fmCon,1Story,5,5,1969,1990,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,0.0,1100.0,3,Y,5,1424,1.0,1,1,3,7,4,0,0,2Types,1969.0,1,3.0,828.0,3,3,1,WD ,155000
442,1603,20,RL,59.0,6490,Pave,Lvl,Mitchel,Norm,1Fam,1Story,5,7,1983,1983,Gable,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,0.0,816.0,5,Y,5,816,0.0,1,1,3,4,7,0,0,Attchd,1983.0,1,1.0,264.0,3,3,3,WD ,128500
443,1520,30,RL,60.0,7290,Pave,Lvl,SWISU,Norm,1Fam,1Story,7,8,1921,1950,Gable,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,0.0,1228.0,5,Y,5,1424,0.0,2,1,3,7,7,1,4,Attchd,1921.0,1,1.0,312.0,3,3,3,WD ,168000
444,1665,60,RL,75.19245283018869,7472,Pave,Lvl,NAmes,Norm,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,0.0,725.0,4,Y,5,1479,1.0,1,1,4,7,7,0,0,Attchd,1972.0,3,2.0,484.0,3,3,3,WD ,184000
445,2635,190,RL,70.0,7000,Pave,Lvl,NAmes,Artery,2fmCon,SFoyer,5,5,1962,1962,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,0.0,1025.0,3,Y,5,1025,1.0,1,1,3,6,7,0,0,,0.0,0,0.0,0.0,0,0,3,WD ,124000
446,581,20,RL,80.96551724137932,11717,Pave,Lvl,NWAmes,PosA,1Fam,1Story,6,6,1970,1970,Hip,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,0.0,1442.0,3,Y,5,1442,0.0,2,1,3,6,7,1,3,Attchd,1970.0,2,2.0,615.0,3,3,3,WD ,185000
447,2435,60,RL,106.0,11194,Pave,Lvl,Gilbert,Norm,1Fam,2Story,8,5,2000,2000,Gable,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,0.0,1406.0,5,Y,5,1936,0.0,2,1,4,7,7,1,3,Attchd,2000.0,2,2.0,504.0,3,3,3,WD ,230500
448,2799,60,RL,90.0,11250,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,796.0,0.0,1054.0,5,Y,5,1939,0.0,2,1,4,8,7,1,3,Attchd,1998.0,2,3.0,555.0,3,3,3,WD ,227000
449,883,60,RL,64.0,8633,Pave,Lvl,CollgCr,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,193.0,0.0,738.0,5,Y,5,1476,1.0,2,1,4,7,7,0,0,Attchd,2005.0,3,2.0,540.0,3,3,3,WD ,173500
450,2537,85,RL,70.0,8400,Pave,Lvl,NAmes,Feedr,1Fam,SFoyer,5,6,1968,1968,Gable,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,744.0,0.0,833.0,4,Y,5,898,1.0,1,1,3,6,7,0,0,Attchd,1968.0,2,1.0,326.0,3,3,3,WD ,140000
451,1120,20,RL,87.0,10037,Pave,Lvl,Somerst,Feedr,1Fam,1Story,8,5,2006,2007,Hip,VinylSd,None,0.0,4,3,PConc,5,3,1,6,666.0,0.0,1460.0,5,Y,5,1460,0.0,2,1,4,6,7,1,4,Attchd,2006.0,3,2.0,480.0,3,3,3,WD ,247000
452,774,85,RL,72.77464788732394,8014,Pave,Lvl,Sawyer,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,0.0,456.0,3,Y,5,1034,0.0,1,1,3,5,7,1,2,Basment,1978.0,3,2.0,504.0,3,3,3,WD ,149900
453,1447,20,RL,70.75324675324676,12250,Pave,Lvl,CollgCr,Norm,1Fam,1Story,5,6,1978,1978,Gable,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,0.0,864.0,5,Y,5,1174,1.0,1,1,3,5,7,0,0,Attchd,1978.0,1,2.0,528.0,3,3,3,WD ,158000
454,104,160,FV,63.98290598290598,2403,Pave,Lvl,Somerst,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,1,6,244.0,0.0,530.0,5,Y,5,1080,0.0,2,1,4,4,7,0,0,Attchd,2003.0,2,2.0,496.0,3,3,3,WD ,147110
455,2694,50,RM,50.0,8600,Pave,Bnk,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,780.0,3,Y,5,1376,0.0,2,1,3,7,7,1,4,Detchd,1937.0,1,1.0,198.0,3,3,1,WD ,119500
456,920,50,RL,60.0,13680,Pave,HLS,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,728.0,0.0,840.0,5,Y,5,1567,1.0,1,1,3,6,5,2,3,Detchd,1961.0,1,2.0,440.0,3,3,3,WD ,205000
457,1951,70,RL,60.0,10800,Pave,Lvl,OldTown,Norm,1Fam,2Story,5,9,1895,1999,Gable,HdBoard,None,0.0,3,4,CBlock,4,3,3,1,0.0,0.0,736.0,5,Y,5,1534,0.0,1,1,4,6,7,0,0,,0.0,0,0.0,0.0,0,0,1,WD ,148000
458,9,120,RL,39.0,5389,Pave,Lvl,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,0.0,1595.0,5,Y,5,1616,1.0,2,1,4,5,7,1,3,Attchd,1995.0,2,2.0,608.0,3,3,3,WD ,236500
459,2848,50,RL,60.0,10890,Pave,Lvl,SWISU,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,930.0,0.0,1058.0,3,Y,5,1551,1.0,2,1,2,6,7,0,0,Detchd,1938.0,1,1.0,240.0,2,3,3,WD ,137000
460,614,20,RL,68.0,9768,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,100.0,247.0,960.0,4,Y,5,960,1.0,1,1,3,5,7,0,0,Attchd,1955.0,2,1.0,330.0,3,3,3,WD ,122000
461,1736,20,RL,73.0,8993,Pave,Lvl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,0.0,1302.0,5,Y,5,1302,0.0,2,1,4,6,7,0,0,Attchd,2007.0,3,2.0,436.0,3,3,3,New,176485
462,2686,30,RL,50.0,11672,Pave,Lvl,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,816.0,3,Y,4,816,0.0,1,1,3,4,7,0,0,Detchd,1925.0,1,1.0,210.0,2,2,1,WD ,109000
463,2257,120,RM,69.65163778050353,9763,Pave,Lvl,GrnHill,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,72.0,1502.0,5,Y,5,1502,1.0,1,1,4,5,7,1,3,Attchd,1998.0,3,1.0,286.0,3,3,3,WD ,330000
464,1284,20,RM,56.0,9836,Pave,Bnk,OldTown,Artery,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,0.0,192.0,4,N,5,1133,1.0,1,1,3,7,7,0,0,Detchd,2008.0,1,1.0,308.0,3,3,3,WD ,143000
465,1765,60,RL,89.0,10557,Pave,Lvl,NoRidge,Norm,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,0.0,1408.0,5,Y,5,3078,1.0,2,1,4,9,7,1,3,Attchd,1998.0,3,3.0,806.0,3,3,3,WD ,410000
466,1811,60,RL,70.0,8462,Pave,Lvl,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,0.0,928.0,5,Y,5,1721,0.0,2,1,4,7,7,0,0,Attchd,1994.0,2,2.0,471.0,3,3,3,WD ,201000
467,2603,50,RL,60.0,10818,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,0.0,1077.0,3,Y,4,1760,0.0,1,1,3,7,7,1,3,Detchd,1935.0,1,2.0,648.0,2,3,3,COD,80000
468,2220,70,RL,61.0,7259,Pave,Lvl,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774.0,150.0,1028.0,5,Y,5,2320,1.0,2,1,4,9,7,1,3,Detchd,1945.0,1,1.0,180.0,3,3,3,WD ,259500
469,2273,60,RL,78.5945945945946,11800,Pave,Lvl,Timber,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,0.0,1122.0,5,Y,5,2486,1.0,3,1,4,10,7,1,4,BuiltIn,2003.0,3,2.0,452.0,3,3,3,WD ,279900
470,163,20,RL,75.0,7500,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,906.0,1246.0,5,Y,5,1246,1.0,1,1,4,6,7,0,0,Attchd,1959.0,2,1.0,305.0,3,3,3,WD ,154000
472,2734,50,RL,62.0,6488,Pave,Lvl,Edwards,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,230.0,0.0,799.0,5,N,4,1150,0.0,1,1,3,6,4,2,3,BuiltIn,1942.0,1,1.0,215.0,3,3,3,WD ,128000
473,426,20,RL,110.0,14230,Pave,Lvl,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,0.0,1566.0,5,Y,5,1600,0.0,2,1,4,7,7,1,4,Attchd,2007.0,2,3.0,890.0,3,3,3,WD ,256300
474,2216,50,RL,110.0,7810,Pave,HLS,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CmentBd,None,0.0,3,4,BrkTil,3,4,1,6,189.0,0.0,930.0,5,Y,5,1755,0.0,2,1,4,7,7,1,3,Detchd,1930.0,1,1.0,231.0,2,3,3,WD ,188000
475,2900,20,RL,85.0,14331,Pave,Lvl,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274.0,0.0,1800.0,5,Y,5,1800,1.0,2,1,4,7,7,1,4,Attchd,2002.0,3,3.0,765.0,3,3,3,WD ,312500
476,97,160,FV,30.0,3182,Pave,Lvl,Somerst,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,0.0,600.0,5,Y,5,1200,0.0,2,1,4,4,7,0,0,Detchd,2004.0,2,2.0,480.0,3,3,3,WD ,151000
477,1680,160,RM,24.0,1920,Pave,Lvl,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,5,471.0,0.0,765.0,5,Y,5,1365,1.0,1,1,3,6,6,0,0,Detchd,1971.0,1,2.0,440.0,3,3,3,WD ,122500
478,1133,60,RL,68.0,10110,Pave,Lvl,SawyerW,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,None,0.0,4,3,PConc,4,3,2,6,80.0,555.0,835.0,5,Y,5,1696,1.0,2,1,4,7,7,0,0,Attchd,2003.0,2,2.0,542.0,3,3,3,WD ,188000
479,2761,60,RL,91.0,10984,Pave,Lvl,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,0.0,945.0,5,Y,5,1809,0.0,2,1,4,8,7,0,0,Attchd,2005.0,2,2.0,638.0,3,3,3,New,209700
480,1642,20,RL,85.0,14082,Pave,HLS,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,1558.0,0.0,2220.0,5,Y,5,2234,1.0,1,1,4,7,7,1,4,Attchd,2006.0,2,2.0,724.0,3,3,3,WD ,441929
481,1141,60,RL,50.0,8480,Pave,Lvl,SawyerW,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,BrkFace,120.0,4,3,PConc,4,3,1,6,602.0,0.0,886.0,5,Y,5,1680,0.0,2,1,4,7,7,0,0,Attchd,1993.0,2,2.0,474.0,3,3,3,WD ,163000
482,2118,60,RL,92.5,12205,Pave,Low,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,568.0,0.0,832.0,4,Y,5,2087,0.0,2,1,4,9,7,0,0,Attchd,1966.0,3,2.0,444.0,3,3,3,WD ,187500
483,870,20,RL,90.0,15750,Pave,Lvl,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,1246.0,0.0,1462.0,5,Y,5,1513,1.0,2,1,4,5,7,1,3,Attchd,1999.0,3,2.0,521.0,3,3,3,WD ,220000
484,1875,20,RL,70.0,8050,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,38.0,949.0,3,Y,5,1107,1.0,1,1,4,5,7,0,0,Attchd,1967.0,2,1.0,308.0,3,3,3,WD ,127000
485,155,20,RL,60.0,7200,Pave,Lvl,NAmes,Norm,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,0.0,5,Y,5,827,0.0,1,1,3,5,4,1,1,Detchd,1967.0,1,1.0,392.0,3,3,3,WD ,107500
486,1318,75,RM,35.0,6300,Pave,Lvl,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,742.0,5,Y,5,1484,0.0,2,1,3,9,7,1,4,,0.0,0,0.0,0.0,0,0,3,WD ,128000
487,1285,30,RM,30.0,5232,Pave,Bnk,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,0.0,680.0,4,N,2,764,0.0,1,1,3,4,7,0,0,Detchd,1965.0,1,2.0,504.0,3,3,1,WD ,73000
488,2400,20,RL,72.0,11846,Pave,HLS,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,BrkFace,562.0,4,3,PConc,5,3,4,6,1567.0,0.0,1792.0,5,Y,5,1792,1.0,2,1,5,6,7,1,4,Attchd,2003.0,3,3.0,874.0,3,3,3,WD ,374000
489,1068,60,RL,130.0,16900,Pave,Lvl,NridgHt,Norm,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,BrkFace,1110.0,4,3,PConc,5,3,2,6,1075.0,0.0,1479.0,5,Y,5,2649,1.0,2,1,4,10,7,1,3,Attchd,2001.0,3,3.0,746.0,3,3,3,WD ,421250
490,361,60,RL,72.02564102564102,9636,Pave,Lvl,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,0.0,808.0,4,Y,5,1593,0.0,2,1,3,7,7,1,3,BuiltIn,1993.0,2,2.0,389.0,3,3,3,WD ,178000
491,1493,85,RL,90.0,10012,Pave,Lvl,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,None,0.0,3,3,CBlock,4,3,3,4,920.0,180.0,1138.0,3,Y,5,1181,1.0,2,1,3,6,7,0,0,Detchd,1974.0,2,2.0,588.0,3,3,3,WD ,137500
492,1110,20,RL,91.0,14303,Pave,Lvl,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,BrkFace,554.0,4,3,PConc,4,3,4,6,1314.0,0.0,1986.0,5,Y,5,1987,1.0,2,1,4,7,7,1,3,Attchd,1994.0,3,2.0,691.0,3,3,3,WD ,301500
493,911,70,RL,43.0,5707,Pave,Bnk,SWISU,Feedr,1Fam,2Story,6,6,1935,1950,Gable,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,583.0,4,Y,3,1242,0.0,1,1,3,6,7,1,4,Detchd,1926.0,1,1.0,180.0,2,3,3,WD ,105000
494,2535,20,RL,78.0,9360,Pave,Lvl,NAmes,Feedr,1Fam,1Story,6,7,1968,2004,Hip,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,3,5,760.0,0.0,976.0,3,Y,5,976,1.0,1,1,4,4,7,1,2,Attchd,1968.0,2,2.0,504.0,3,3,3,WD ,157500
495,2030,50,RM,40.0,5680,Pave,Lvl,OldTown,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0.0,0.0,969.0,3,N,4,1214,0.0,1,1,3,6,7,0,0,Detchd,1920.0,1,1.0,216.0,3,3,1,WD ,117000
496,2634,20,RL,70.0,7000,Pave,Lvl,NAmes,Artery,1Fam,1Story,5,6,1962,1962,Gable,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,468.0,0.0,864.0,4,Y,5,864,0.0,1,1,3,5,7,0,0,Attchd,1962.0,1,1.0,336.0,3,3,3,WD ,105000
497,1530,50,RL,51.0,10480,Pave,Lvl,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,0.0,1064.0,5,Y,4,1639,0.0,1,1,3,6,2,0,0,Detchd,1936.0,1,1.0,240.0,3,3,3,WD ,115000
